station_name,line_code,line_name,deliver_no,customer_code,customer_name,longitude,latitude,order_cycle_type,order_weekday,city_village_code,avg_order_qty,distance_to_平城直送,distance_to_灵丘中转站,distance_to_太原直送,nearest_station,distance_to_station,province,city,district,township,full_address,lon_84,lat_84,grid_id,LonGridCenter,LatGridCenter,group,customer_osmid_mapping,OSM_X,OSM_Y,BB_RETAIL_CUSTOMER_CODE,kmeans_cluster,dbscan_label,kmeans_label
太原直送,AQXS013,AQXS013,131,140121100083,清徐***瑞便利店,112.344739,37.598319,1.0,1.0,111.0,24.67,2.623436778311992,2.643958388835382,0.4176354298811345,太原直送,0.4176354298811345,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇凤仪街,112.33815423146784,37.59752446963288,140_29,112.33847595040208,37.59672175098626,2.0,7012716665.0,112.3387781,37.5975978,140121100083.0,0,14,2
太原直送,AQXS012,AQXS012,138,140121100085,清徐***青海商店,112.34242,37.600489,1.0,1.0,220.0,21.67,2.622247240197036,2.644095629859095,0.4167084307342426,太原直送,0.4167084307342426,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇旭升街10号天主堂,112.33584006049097,37.59969851197469,140_30,112.33847595040208,37.60121835619269,2.0,7012716665.0,112.3387781,37.5975978,140121100085.0,0,14,2
太原直送,AQXS013,AQXS013,128,140121100103,清徐***酒便利店,112.347845,37.599067,1.0,1.0,111.0,24.67,2.621623449624296,2.6412180814656283,0.4156123194516712,太原直送,0.4156123194516712,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇育青路丽景雅苑,112.34125346103768,37.59826684988635,140_29,112.33847595040208,37.59672175098626,2.0,7012732873.0,112.341333,37.5980254,140121100103.0,0,14,2
太原直送,CQXS012,CQXS012,123,140121100193,清徐***杂门市部,112.348597,37.595416,1.0,3.0,111.0,32.67,2.62476277096293,2.643242285467225,0.41858684898716,太原直送,0.41858684898716,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇晋夏公路南段,112.34200430428469,37.59461485278273,141_29,112.34426887861925,37.59672175098626,2.0,7012732750.0,112.3416138,37.5946836,140121100193.0,0,14,2
太原直送,CQXS012,CQXS012,131,140121100583,清徐***服务部,112.343898,37.593902,1.0,3.0,111.0,17.0,2.627860927813724,2.647653546767214,0.4219773544942909,太原直送,0.4219773544942909,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇晋夏公路南段,112.33731559328724,37.59310939715921,140_28,112.33847595040208,37.59222514577984,2.0,4040609856.0,112.3394432,37.5940783,140121100583.0,0,14,2
太原直送,BQXS012,BQXS012,125,140121100637,清徐***便明服务,112.351895,37.588678,1.0,2.0,220.0,19.67,2.629880026243971,2.64563001363418,0.4233126251708045,太原直送,0.4233126251708045,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇建设街,112.34529625985974,37.58787180725968,141_27,112.34426887861925,37.587728540573416,2.0,2140817170.0,112.3452668,37.5955105,140121100637.0,0,14,2
太原直送,AQXS013,AQXS013,135,140121100815,清徐***达商店,112.342145,37.597794,1.0,1.0,111.0,32.0,2.624860211843859,2.6461779686956017,0.4192467675546203,太原直送,0.4192467675546203,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇凤仪街,112.33556598949394,37.59700425201555,139_29,112.33268302218492,37.59672175098626,2.0,9699842709.0,112.3336861,37.596726,140121100815.0,0,14,2
太原直送,AQXS012,AQXS012,137,140121101002,清徐***小卖部,112.338596,37.599453,1.0,1.0,220.0,21.67,2.624594293749992,2.647553668248487,0.4193439136424934,太原直送,0.4193439136424934,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇欢庆街,112.33202472246542,37.59866970385766,139_29,112.33268302218492,37.59672175098626,2.0,7012732778.0,112.3321796,37.6010066,140121101002.0,0,14,2
太原直送,AQXS013,AQXS013,134,140121101055,清徐***小卖部,112.338967,37.597342,1.0,1.0,111.0,18.67,2.626428412390677,2.648764578875596,0.4210641227616074,太原直送,0.4210641227616074,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇凤仪街,112.33239513812602,37.59655819420765,139_29,112.33268302218492,37.59672175098626,2.0,9699842709.0,112.3336861,37.596726,140121101055.0,0,14,2
太原直送,AQXS011,AQXS011,75,140121101183,清徐***小超市,112.335442,37.590509,1.0,1.0,220.0,31.0,2.63407355472261,2.656064422174281,0.4287521878159933,太原直送,0.4287521878159933,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇长盛路太原集智新材料有限公司,112.32887893425956,37.58973248001958,138_27,112.32689009396776,37.587728540573416,2.0,5237907464.0,112.3291801,37.5901343,140121101183.0,0,14,2
太原直送,CQXS012,CQXS012,133,140121101235,清徐***利商店,112.342376,37.593259,1.0,3.0,111.0,31.33,2.629008026269409,2.649189717042548,0.4232193340869434,太原直送,0.4232193340869434,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇梗焦路,112.3357970181968,37.5924692421808,140_28,112.33847595040208,37.59222514577984,2.0,4040609856.0,112.3394432,37.5940783,140121101235.0,0,14,2
太原直送,CQXS012,CQXS012,99,140121101481,清徐***苑宾馆,112.337599,37.593341,1.0,3.0,111.0,31.5,2.630653406316383,2.652541562039131,0.4252548601015609,太原直送,0.4252548601015609,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇长盛路旭日·梧桐苑,112.33103070017336,37.5925601299992,139_28,112.33268302218492,37.59222514577984,2.0,5237907469.0,112.3298822,37.5909934,140121101481.0,0,14,2
太原直送,AQXS013,AQXS013,137,140121101696,清徐***果便利店,112.343245,37.598037,1.0,1.0,111.0,61.0,2.624237360118176,2.645222384632531,0.4185438891442592,太原直送,0.4185438891442592,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇凤仪街,112.336663533722,37.59724521233274,140_29,112.33847595040208,37.59672175098626,2.0,7012716665.0,112.3387781,37.5975978,140121101696.0,0,14,2
太原直送,CQXS012,CQXS012,108,140121101716,清徐***国便利店,112.346031,37.595384,1.0,3.0,111.0,22.67,2.6257120173600508,2.645093581526748,0.4197175587523091,太原直送,0.4197175587523091,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇凤仪南街东一街营东苑小区,112.33944378209712,37.59458740629943,140_29,112.33847595040208,37.59672175098626,2.0,4040609856.0,112.3394432,37.5940783,140121101716.0,0,14,2
太原直送,BQXS012,BQXS012,141,140121101720,清徐***便利店,112.349838,37.599168,1.0,2.0,111.0,72.33,2.6208151494910874,2.639725984340984,0.4146644157026232,太原直送,0.4146644157026232,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇凤仪街隆兴源快捷酒店,112.34324225378454,37.598364353950046,141_29,112.34426887861925,37.59672175098626,2.0,4040609852.0,112.3436683,37.5984142,140121101720.0,0,14,2
太原直送,AQXS012,AQXS012,113,140121101798,清徐***新商店,112.349255,37.599012,1.0,1.0,111.0,74.0,2.621169533487864,2.6402510477729173,0.4150551580272166,太原直送,0.4150551580272166,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇凤仪街隆兴源快捷酒店,112.34266049155916,37.59820938091059,141_29,112.34426887861925,37.59672175098626,2.0,4040609852.0,112.3436683,37.5984142,140121101798.0,0,14,2
太原直送,CQXS012,CQXS012,113,140121101804,清徐***食便利店,112.345376,37.597716,1.0,3.0,111.0,16.67,2.623770573959926,2.6439262113835538,0.4179001680042729,太原直送,0.4179001680042729,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇凤仪南街东一街聚鑫苑小区,112.3387899199326,37.59692037278658,140_29,112.33847595040208,37.59672175098626,2.0,7012716665.0,112.3387781,37.5975978,140121101804.0,0,14,2
太原直送,AQXS013,AQXS013,126,140121101820,清徐***食便利店,112.348964,37.599072,1.0,1.0,111.0,75.67,2.621217737570461,2.640416488732225,0.4151258831752134,太原直送,0.4151258831752134,山西省,太原市,清徐县,清源镇,山西省太原市清徐县清源镇凤仪街丽景雅苑,112.3423700954743,37.59826988361932,141_29,112.34426887861925,37.59672175098626,2.0,7012732873.0,112.341333,37.5980254,140121101820.0,0,14,2
