station_name,line_code,line_name,deliver_no,customer_code,customer_name,longitude,latitude,order_cycle_type,order_weekday,city_village_code,avg_order_qty,distance_to_平城直送,distance_to_灵丘中转站,distance_to_太原直送,nearest_station,distance_to_station,province,city,district,township,full_address,lon_84,lat_84,grid_id,LonGridCenter,LatGridCenter,group,customer_osmid_mapping,OSM_X,OSM_Y,BB_RETAIL_CUSTOMER_CODE,kmeans_cluster,dbscan_label,kmeans_label
太原直送,DGJS011,DGJS011,110,140181100449,古交***芳小卖部,112.168404,37.893699,1.0,4.0,111.0,22.0,2.4263539452283163,2.584650061928697,0.3677504777114553,太原直送,0.3677504777114553,山西省,太原市,古交市,桃园街道,山西省太原市古交市桃园街道青山路,112.16179025557112,37.89295325061407,109_95,112.1588951756702,37.893497694610176,3.0,6894997218.0,112.1619974,37.8928506,140181100449.0,1,6,2
太原直送,AGJS011,AGJS011,87,140181101117,古交***乐便利店,112.167632,37.889954,1.0,1.0,111.0,20.67,2.430032911866419,2.587522808599954,0.3693374974762258,太原直送,0.3693374974762258,山西省,太原市,古交市,桃园街道,山西省太原市古交市桃园街道悦兴华苑小区,112.16101671869676,37.889206106023735,109_94,112.1588951756702,37.88900108940375,3.0,6894997215.0,112.1605023,37.888764,140181101117.0,1,6,2
太原直送,AGJS011,AGJS011,84,140181101201,古交***有弟商店,112.168442,37.892493,1.0,1.0,111.0,39.67,2.427406441621384,2.5853461476351653,0.367978454126054,太原直送,0.367978454126054,山西省,太原市,古交市,桃园街道,山西省太原市古交市桃园街道红梁路,112.1618284985999,37.89174709548632,110_95,112.16468810388734,37.893497694610176,3.0,1378997267.0,112.1619112,37.8918348,140181101201.0,1,6,2
太原直送,AGJS011,AGJS011,89,140181101225,古交***便利商店,112.168902,37.890983,1.0,1.0,111.0,15.0,2.428534385180699,2.5858891933708192,0.3678674631997211,太原直送,0.3678674631997211,山西省,太原市,古交市,桃园街道,山西省太原市古交市桃园街道福康苑西区,112.16228986558268,37.89023767454543,110_94,112.16468810388734,37.88900108940375,3.0,1378997257.0,112.1611803,37.8909207,140181101225.0,1,6,2
太原直送,DGJS011,DGJS011,111,140181101262,古交***先锋粮店,112.168922,37.893415,1.0,4.0,111.0,67.67,2.42636697853499,2.5844075900291004,0.3673071363654727,太原直送,0.3673071363654727,山西省,太原市,古交市,桃园街道,山西省太原市古交市桃园街道大川西路,112.16230962449428,37.89267016725606,110_95,112.16468810388734,37.893497694610176,3.0,6894997217.0,112.1623053,37.8927137,140181101262.0,1,6,2
太原直送,AGJS011,AGJS011,88,140181101339,古交***英便利店,112.168865,37.890982,1.0,1.0,111.0,14.67,2.428552321574521,2.585919314314738,0.367903735649697,太原直送,0.367903735649697,山西省,太原市,古交市,桃园街道,山西省太原市古交市桃园街道福康苑西区,112.16225277034457,37.89023660505377,110_94,112.16468810388734,37.88900108940375,3.0,1378997257.0,112.1611803,37.8909207,140181101339.0,1,6,2
太原直送,DGJS011,DGJS011,14,140181101350,古交***康商店,112.171246,37.891154,1.0,4.0,111.0,16.0,2.4273033892766684,2.583916405611645,0.3655454619195845,太原直送,0.3655454619195845,山西省,太原市,古交市,桃园街道,山西省太原市古交市桃园街道郝家庄路福康苑东区,112.16463989121824,37.89041310187358,110_94,112.16468810388734,37.88900108940375,3.0,6894997216.0,112.1633154,37.8927398,140181101350.0,1,6,2
太原直送,DGJS011,DGJS011,10,140181101396,古交***占英商店,112.170644,37.891242,1.0,4.0,111.0,24.33,2.4275022681089324,2.5843434328372488,0.3661119563767389,太原直送,0.3661119563767389,山西省,太原市,古交市,桃园街道,山西省太原市古交市桃园街道郝家庄路福康苑,112.16403632716174,37.89049998878451,110_94,112.16468810388734,37.88900108940375,3.0,6894997216.0,112.1633154,37.8927398,140181101396.0,1,6,2
太原直送,AGJS011,AGJS011,91,140181101413,古交***和商店,112.16948,37.89135,1.0,1.0,111.0,19.0,2.427942362998348,2.5852067948589745,0.3672216586994897,太原直送,0.3672216586994897,山西省,太原市,古交市,桃园街道,山西省太原市古交市桃园街道福康苑西区,112.16286931151528,37.890605826113074,110_94,112.16468810388734,37.88900108940375,3.0,1378997267.0,112.1619112,37.8918348,140181101413.0,1,6,2
太原直送,DGJS011,DGJS011,20,140181101431,古交***惜商店,112.171922,37.892411,1.0,4.0,111.0,25.33,2.425876314244606,2.5826189756121605,0.3646039147691683,太原直送,0.3646039147691683,山西省,太原市,古交市,桃园街道,山西省太原市古交市桃园街道福康苑东区,112.16531748463038,37.89167160549064,110_95,112.16468810388734,37.893497694610176,3.0,6894997216.0,112.1633154,37.8927398,140181101431.0,1,6,2
