station_name,line_code,line_name,deliver_no,customer_code,customer_name,longitude,latitude,order_cycle_type,order_weekday,city_village_code,avg_order_qty,distance_to_平城直送,distance_to_灵丘中转站,distance_to_太原直送,nearest_station,distance_to_station,province,city,district,township,full_address,lon_84,lat_84,grid_id,LonGridCenter,LatGridCenter,group,customer_osmid_mapping,OSM_X,OSM_Y,BB_RETAIL_CUSTOMER_CODE,kmeans_cluster,dbscan_label,kmeans_label
太原直送,BGJS011,BGJS011,74,140181100007,古交***广盛商行,112.175671,37.905221,1.0,2.0,111.0,59.0,2.4127789954796977,2.571914549334994,0.3582746769840207,太原直送,0.3582746769840207,山西省,太原市,古交市,东曲街道,山西省太原市古交市东曲街道金牛大街56号金牛小区,112.16907460891044,37.90449107018887,111_97,112.1704810321045,37.90249090502302,3.0,6334716045.0,112.1682844,37.9054899,140181100007.0,1,6,1
太原直送,AGJS011,AGJS011,11,140181100032,古交***丽红商店,112.178051,37.905042,1.0,1.0,111.0,59.33,2.41184171296812,2.570119781187251,0.3559737664000006,太原直送,0.3559737664000006,山西省,太原市,古交市,东曲街道,山西省太原市古交市东曲街道人民路指挥部小区,112.1714607391157,37.90431647835143,111_97,112.1704810321045,37.90249090502302,3.0,6334716007.0,112.1713158,37.9043768,140181100032.0,1,6,1
太原直送,BGJS012,BGJS012,83,140181100059,古交***灵旺商店,112.181206,37.903578,1.0,2.0,111.0,20.33,2.4116921629117543,2.5684805215109128,0.3531677289815667,太原直送,0.3531677289815667,山西省,太原市,古交市,东曲街道,山西省太原市古交市东曲街道古城街古交西山医院,112.1746239538865,37.902858041920304,112_97,112.17627396032168,37.90249090502302,3.0,5235187181.0,112.1740698,37.9032289,140181100059.0,1,6,1
太原直送,AGJS011,AGJS011,26,140181100065,古交***综合商店,112.176497,37.908374,1.0,1.0,111.0,39.33,2.4096003266867707,2.5693610065169894,0.3568713036614198,太原直送,0.3568713036614198,山西省,太原市,古交市,东曲街道,山西省太原市古交市东曲街道青年路1正川口小区,112.16990235349547,37.90764622511641,111_98,112.1704810321045,37.90698751022944,3.0,5235187197.0,112.1701978,37.906847,140181100065.0,1,6,1
太原直送,BGJS011,BGJS011,80,140181100073,古交***兴盛商店,112.174647,37.903835,1.0,2.0,111.0,25.33,2.414481004447955,2.573565820732981,0.359547400185295,太原直送,0.359547400185295,山西省,太原市,古交市,东曲街道,山西省太原市古交市东曲街道义学路金牛小区,112.16804813923508,37.903102885815805,111_97,112.1704810321045,37.90249090502302,3.0,6334716046.0,112.1685694,37.9025217,140181100073.0,1,6,1
太原直送,BGJS012,BGJS012,2,140181100085,古交***拉明商店,112.180137,37.912018,1.0,2.0,111.0,29.33,2.404688674557473,2.5642626585983685,0.3526357808858854,太原直送,0.3526357808858854,山西省,太原市,古交市,西曲街道,山西省太原市古交市西曲街道山西蓝天救援队(古交直属队),112.17355122611984,37.9112977060196,112_99,112.17627396032168,37.91148411543587,3.0,6334716128.0,112.1738018,37.913743,140181100085.0,1,6,1
太原直送,BGJS012,BGJS012,94,140181100263,古交***便利店,112.179452,37.905177,1.0,2.0,111.0,55.67,2.411077446792821,2.568919165208589,0.3545731575246514,太原直送,0.3545731575246514,山西省,太原市,古交市,东曲街道,山西省太原市古交市东曲街道古城街指挥部小区,112.17286530251984,37.90445410751833,111_97,112.1704810321045,37.90249090502302,3.0,10691161282.0,112.1726673,37.9040789,140181100263.0,1,6,1
太原直送,BGJS011,BGJS011,75,140181100441,古交***景芬商店,112.17614,37.905002,1.0,2.0,111.0,71.33,2.412757195361765,2.571671182309466,0.3578565227713432,太原直送,0.3578565227713432,山西省,太原市,古交市,东曲街道,山西省太原市古交市东曲街道金牛大街金牛小区,112.16954484127196,37.9042729050699,111_97,112.1704810321045,37.90249090502302,3.0,5235187182.0,112.1702454,37.9036509,140181100441.0,1,6,1
太原直送,BGJS011,BGJS011,73,140181100541,古交***修服务部,112.17564,37.905407,1.0,2.0,111.0,42.67,2.4126282299030253,2.571827610979398,0.3582694735879677,太原直送,0.3582694735879677,山西省,太原市,古交市,东曲街道,山西省太原市古交市东曲街道金牛大街市民广场,112.16904350680832,37.904677048093234,111_97,112.1704810321045,37.90249090502302,3.0,6334716045.0,112.1682844,37.9054899,140181100541.0,1,6,1
太原直送,AGJS011,AGJS011,16,140181100756,古交***永东商店,112.181057,37.907196,1.0,1.0,111.0,21.67,2.4085466379775604,2.566422704903075,0.3526110175604318,太原直送,0.3526110175604318,山西省,太原市,古交市,东曲街道,山西省太原市古交市东曲街道人民路广场小区,112.17447414201406,37.90647646578703,112_98,112.17627396032168,37.90698751022944,3.0,6334716018.0,112.1737189,37.9059974,140181100756.0,1,6,1
太原直送,AGJS011,AGJS011,25,140181100857,古交***兴旺超市,112.176497,37.908374,1.0,1.0,111.0,20.67,2.4096003266867707,2.5693610065169894,0.3568713036614198,太原直送,0.3568713036614198,山西省,太原市,古交市,东曲街道,山西省太原市古交市东曲街道青年路1正川口小区,112.16990235349547,37.90764622511641,111_98,112.1704810321045,37.90698751022944,3.0,5235187197.0,112.1701978,37.906847,140181100857.0,1,6,1
太原直送,BGJS011,BGJS011,115,140181100930,古交***艺便利店,112.180151,37.901189,1.0,2.0,111.0,24.0,2.414298906963261,2.5707616346773587,0.3546839616898444,太原直送,0.3546839616898444,山西省,太原市,古交市,东曲街道,山西省太原市古交市东曲街道义学路义学路社区,112.1735665614916,37.90046663589678,112_97,112.17627396032168,37.90249090502302,3.0,10695696179.0,112.1743581,37.9017248,140181100930.0,1,6,1
