station_name,line_code,line_name,deliver_no,customer_code,customer_name,longitude,latitude,order_cycle_type,order_weekday,city_village_code,avg_order_qty,distance_to_平城直送,distance_to_灵丘中转站,distance_to_太原直送,nearest_station,distance_to_station,province,city,district,township,full_address,lon_84,lat_84,grid_id,LonGridCenter,LatGridCenter,group,customer_osmid_mapping,OSM_X,OSM_Y,BB_RETAIL_CUSTOMER_CODE,kmeans_cluster
太原直送,DLFS011,DLFS011,57,140123101161,娄烦***便利店,111.780337,38.064548,1.0,4.0,122.0,25.0,2.4900418749059177,2.816007873824569,0.7524310812034525,太原直送,0.7524310812034525,山西省,太原市,娄烦县,娄烦镇,山西省太原市娄烦县娄烦镇童子北一巷平安小区,111.77379402036776,38.06396379001112,43_133,111.7765619133378,38.064368692454245,3.0,2330954518.0,111.7739857,38.0618633,140123101161.0,1
太原直送,DLFS011,DLFS011,3,140123101162,娄烦***酒门市部,111.870623,37.935619,1.0,4.0,220.0,32.0,2.542416318917104,2.805223788280181,0.6577873652450363,太原直送,0.6577873652450363,山西省,太原市,娄烦县,天池店乡,山西省太原市娄烦县天池店乡滨榆线,111.86428696165348,37.93515338445363,58_104,111.86345583659516,37.93396714146798,3.0,5234812170.0,111.8537602,37.9379794,140123101162.0,1
太原直送,BLFS011,BLFS011,105,140123101164,娄烦***副食门市,111.792647,38.060041,1.0,2.0,122.0,22.67,2.486207537497221,2.8075264920668133,0.7396739896197492,太原直送,0.7396739896197492,山西省,太原市,娄烦县,娄烦镇,山西省太原市娄烦县娄烦镇福泰安康,111.78612430856514,38.059471123337296,45_132,111.7881477697721,38.05987208724783,3.0,7013194860.0,111.7846403,38.0615745,140123101164.0,1
太原直送,BLFS011,BLFS011,112,140123101169,娄烦***酒门市部,111.792643,38.062525,1.0,2.0,121.0,18.67,2.484225849984658,2.806300891000999,0.7399712110778388,太原直送,0.7399712110778388,山西省,太原市,娄烦县,娄烦镇,山西省太原市娄烦县娄烦镇涧河南街,111.7861200049268,38.06195564269373,45_132,111.7881477697721,38.05987208724783,3.0,4506899940.0,111.7864036,38.063204,140123101169.0,1
太原直送,CLFS011,CLFS011,90,140123101170,娄烦***便利店,111.771757,38.061306,1.0,3.0,220.0,44.0,2.4978215706797404,2.8250729266201287,0.7605701421072288,太原直送,0.7605701421072288,山西省,太原市,娄烦县,娄烦镇,山西省太原市娄烦县娄烦镇滨河北路,111.76520422340091,38.0607131924208,41_132,111.76497605690346,38.05987208724783,3.0,2330954453.0,111.7724665,38.0618274,140123101170.0,1
太原直送,DLFS011,DLFS011,125,140123101171,娄烦***食门市部,111.810689,38.07273,1.0,4.0,121.0,62.33,2.465228363775049,2.785569337248314,0.7233810642980681,太原直送,0.7233810642980681,山西省,太原市,娄烦县,娄烦镇,山西省太原市娄烦县娄烦镇南大街,111.80420230702634,38.072191694396864,48_135,111.80552655442357,38.07336190286709,4.0,2330954586.0,111.8044451,38.0722748,140123101171.0,1
太原直送,ALFS011,ALFS011,79,140123101172,娄烦***便利店,111.811478,38.075242,1.0,1.0,122.0,23.33,2.462744668699945,2.783641991964666,0.7229471637858537,太原直送,0.7229471637858537,山西省,太原市,娄烦县,娄烦镇,山西省太原市娄烦县娄烦镇宪州大街娄烦县机关第二幼儿园(北大街),111.80499281981515,38.07470561026166,48_135,111.80552655442357,38.07336190286709,4.0,4506900519.0,111.8032917,38.0735328,140123101172.0,1
太原直送,CLFS011,CLFS011,33,140123101174,娄烦***食品门市,111.743868,37.956912,1.0,3.0,220.0,16.0,2.598039566028578,2.9017072058856925,0.7836100979351852,太原直送,0.7836100979351852,山西省,太原市,娄烦县,米峪镇乡,山西省太原市娄烦县米峪镇乡滨榆线,111.73731827321063,37.95628928072447,36_109,111.73601141581769,37.956450167500094,3.0,7842099473.0,111.708979,37.9309377,140123101174.0,1
太原直送,ALFS011,ALFS011,58,140123101175,娄烦***荣超市,111.703988,38.029047,1.0,1.0,220.0,60.0,2.5648222342776537,2.8999507803830085,0.8251470013524911,太原直送,0.8251470013524911,山西省,太原市,娄烦县,马家庄乡,山西省太原市娄烦县马家庄乡滨榆线马家庄派出所,111.69747921277062,38.02847731632807,29_125,111.69546091829756,38.02839585080286,3.0,5234776382.0,111.698398,38.0284774,140123101175.0,1
太原直送,ALFS011,ALFS011,98,140123101176,娄烦***便利店,111.821307,38.077874,1.0,1.0,121.0,56.0,2.4547536031196646,2.7737967922921043,0.7135950426936798,太原直送,0.7135950426936798,山西省,太原市,娄烦县,娄烦镇,山西省太原市娄烦县娄烦镇南大街,111.81484482540094,38.07735604429734,50_136,111.81711241085787,38.07785850807351,4.0,4506900770.0,111.8148778,38.0774225,140123101176.0,1
