station_name,line_code,line_name,deliver_no,customer_code,customer_name,longitude,latitude,order_cycle_type,order_weekday,city_village_code,avg_order_qty,distance_to_平城直送,distance_to_灵丘中转站,distance_to_太原直送,nearest_station,distance_to_station,province,city,district,township,full_address,lon_84,lat_84,grid_id,LonGridCenter,LatGridCenter,group,customer_osmid_mapping,OSM_X,OSM_Y,BB_RETAIL_CUSTOMER_CODE,kmeans_cluster,dbscan_label
太原直送,DWLS003,DWLS003,78,140105103501,太原***利培勤店,112.564858,37.703895,1.0,4.0,112.0,34.0,2.451508411308634,2.414189332858544,0.2726482193761729,太原直送,0.2726482193761729,山西省,太原市,小店区,小店街道,山西省太原市小店区小店街道田和便利(培勤店)山西警察学院小店校区,112.5586115416522,37.70337904095072,178_53,112.55860722265408,37.70464027594041,1.0,8239421000.0,112.5584728,37.7034124,140105103501.0,0,19
太原直送,DWLS003,DWLS003,76,140105103911,太原***兵便利店,112.566428,37.703759,1.0,4.0,112.0,24.33,2.4511757875478866,2.413203920017534,0.2730035569017378,太原直送,0.2730035569017378,山西省,太原市,小店区,小店街道,山西省太原市小店区小店街道山西警官高等专科学校(南校区)山西警察学院小店校区,112.56018414366268,37.7032452524624,178_53,112.55860722265408,37.70464027594041,1.0,8239421000.0,112.5584728,37.7034124,140105103911.0,0,19
太原直送,DWLS002,DWLS002,18,140105110661,太原***富元商店,112.573251,37.689914,1.0,4.0,112.0,33.0,2.4624219715940217,2.418557814143377,0.2877231492337695,太原直送,0.2877231492337695,山西省,太原市,小店区,小店街道,山西省太原市小店区小店街道宋环村,112.56701839979638,37.68940824798174,179_50,112.56440015087122,37.69115046032115,1.0,8239421108.0,112.5673251,37.6897667,140105110661.0,0,19
太原直送,DWLS002,DWLS002,16,140105111764,太原***丽丽商店,112.573529,37.689657,1.0,4.0,112.0,32.0,2.4625872506906266,2.4185542381367067,0.2880213490212145,太原直送,0.2880213490212145,山西省,太原市,小店区,小店街道,山西省太原市小店区小店街道宋环村,112.56729676788277,37.68915154181514,180_50,112.57019307908838,37.69115046032115,1.0,8239421108.0,112.5673251,37.6897667,140105111764.0,0,19
太原直送,DWLS002,DWLS002,10,140105115086,太原***瑞林商店,112.567956,37.697197,1.0,4.0,112.0,33.67,2.456999682806856,2.416904716781363,0.2797174075473266,太原直送,0.2797174075473266,山西省,太原市,小店区,小店街道,山西省太原市小店区小店街道温家堡小区,112.56171528715998,37.69668508922109,179_51,112.56440015087122,37.69564706552757,1.0,2109869091.0,112.5632562,37.697153,140105115086.0,0,19
太原直送,DWLS002,DWLS002,17,140105116249,太原***瑞便利店,112.573396,37.689939,1.0,4.0,112.0,49.33,2.4623559684312464,2.418440181109298,0.2877216686747765,太原直送,0.2877216686747765,山西省,太原市,小店区,小店街道,山西省太原市小店区小店街道宋环村,112.56716357404628,37.689433405135546,179_50,112.56440015087122,37.69115046032115,1.0,8239421108.0,112.5673251,37.6897667,140105116249.0,0,19
太原直送,DWLS002,DWLS002,14,140105117655,太原***裕便利店,112.565369,37.69554,1.0,4.0,112.0,10.33,2.4593427996277755,2.419887644800472,0.2809946835529077,太原直送,0.2809946835529077,山西省,太原市,小店区,小店街道,山西省太原市小店区小店街道温家堡村,112.5591243601426,37.69502450054555,178_51,112.55860722265408,37.69564706552757,1.0,8239421129.0,112.5609305,37.6922582,140105117655.0,0,19
太原直送,DWLS002,DWLS002,19,140105119024,太原***玺便利店,112.56947,37.690393,1.0,4.0,112.0,34.33,2.463063797520681,2.4208041338307416,0.2866696737169779,太原直送,0.2866696737169779,山西省,太原市,小店区,小店街道,山西省太原市小店区小店街道新世纪家园,112.56323230939788,37.689882850022784,179_50,112.56440015087122,37.69115046032115,1.0,8239421129.0,112.5609305,37.6922582,140105119024.0,0,19
太原直送,DWLS003,DWLS003,71,140105119582,太原***福便利店,112.572054,37.705884,1.0,4.0,112.0,35.33,2.44749357450638,2.4077847909838246,0.2717704446808003,太原直送,0.2717704446808003,山西省,太原市,小店区,小店街道,山西省太原市小店区小店街道东桥街,112.56581805563164,37.70537741017776,179_53,112.56440015087122,37.70464027594041,1.0,2259855320.0,112.566348,37.7053423,140105119582.0,0,19
太原直送,DWLS003,DWLS003,79,140105120936,太原***江便利店,112.564866,37.704948,1.0,4.0,112.0,33.0,2.4504999128035068,2.41342225601344,0.2716064070562362,太原直送,0.2716064070562362,山西省,太原市,小店区,小店街道,山西省太原市小店区小店街道中共西桥社区支部委员会山西警察学院小店校区,112.5586194338854,37.704432092309546,178_53,112.55860722265408,37.70464027594041,1.0,8239421000.0,112.5584728,37.7034124,140105120936.0,0,19
