station_name,line_code,line_name,deliver_no,customer_code,customer_name,longitude,latitude,order_cycle_type,order_weekday,city_village_code,avg_order_qty,distance_to_平城直送,distance_to_灵丘中转站,distance_to_太原直送,nearest_station,distance_to_station,province,city,district,township,full_address,lon_84,lat_84,grid_id,LonGridCenter,LatGridCenter,group,customer_osmid_mapping,OSM_X,OSM_Y,BB_RETAIL_CUSTOMER_CODE,kmeans_cluster,dbscan_label,kmeans_label
太原直送,CWLS012,CWLS012,98,140105100150,（金***丽金虎便利店,112.552316,37.799602,1.0,3.0,111.0,33.0,2.364100070567654,2.3548221970724192,0.1761276094483759,太原直送,0.1761276094483759,山西省,太原市,小店区,平阳路街道,山西省太原市小店区平阳路街道大马北正一街太原安康妇科,112.54603317364024,37.79907282935049,176_74,112.54702136621977,37.79906898527529,1.0,7842223099.0,112.5461717,37.7989902,140105100150.0,0,0,23
太原直送,CWLS013,CWLS013,73,140105101284,(唐***晋华唐久便利店,112.557945,37.798818,1.0,3.0,111.0,60.0,2.3631003019882595,2.3513611871684006,0.1777872625611876,太原直送,0.1777872625611876,山西省,太原市,小店区,学府街道,山西省太原市小店区学府街道产业路景祥大厦(产业路),112.55167462309304,37.79829906627961,177_74,112.55281429443691,37.79906898527529,1.0,1900732839.0,112.5516723,37.7986388,140105101284.0,0,0,23
太原直送,CWLS012,CWLS012,167,140105101313,太原***丰便利店,112.551903,37.796997,1.0,3.0,111.0,89.33,2.3667043017538147,2.356943177153199,0.1786492065921372,太原直送,0.1786492065921372,山西省,太原市,小店区,平阳路街道,山西省太原市小店区平阳路街道平阳南路364号鼎森轻奢酒店(太原肿瘤医院南院店),112.54561950811112,37.79646669395689,176_73,112.54702136621977,37.79457238006887,1.0,7842251518.0,112.5458524,37.7963764,140105101313.0,0,0,23
太原直送,CWLS012,CWLS012,173,140105105944,太原***楠百货店,112.551825,37.796253,1.0,3.0,111.0,59.0,2.367435672678776,2.357520656973553,0.1793754585332093,太原直送,0.1793754585332093,山西省,太原市,小店区,平阳路街道,山西省太原市小店区平阳路街道大马东正街5排常相聚宾馆,112.5455414107382,37.79572244792513,176_73,112.54702136621977,37.79457238006887,1.0,7842251514.0,112.5457063,37.7956392,140105105944.0,0,0,23
太原直送,CWLS012,CWLS012,169,140105106406,（金***便利店275号店,112.551897,37.796184,1.0,3.0,111.0,41.67,2.3674788681990417,2.357517755320204,0.1794536678282181,太原直送,0.1794536678282181,山西省,太原市,小店区,平阳路街道,山西省太原市小店区平阳路街道平阳路常相聚宾馆,112.54561358828636,37.79565358043267,176_73,112.54702136621977,37.79457238006887,1.0,7842251514.0,112.5457063,37.7956392,140105106406.0,0,0,23
太原直送,CWLS012,CWLS012,100,140105106534,太原***生便利店,112.552356,37.799642,1.0,3.0,111.0,54.33,2.3640496102362145,2.354765630678558,0.1760937039476428,太原直送,0.1760937039476428,山西省,太原市,小店区,平阳路街道,山西省太原市小店区平阳路街道大马北正一街太原安康妇科,112.5460732622905,37.7991129121541,176_74,112.54702136621977,37.79906898527529,1.0,7842223099.0,112.5461717,37.7989902,140105106534.0,0,0,23
太原直送,CWLS012,CWLS012,99,140105106538,太原***国勇商店,112.552371,37.800261,1.0,3.0,111.0,52.33,2.3634566747008523,2.354321103928055,0.1754831707258547,太原直送,0.1754831707258547,山西省,太原市,小店区,平阳路街道,山西省太原市小店区平阳路街道陈家饺子馆(平阳路店)舒佳快捷酒店(太原平阳路店),112.54608822546018,37.79973202043511,176_74,112.54702136621977,37.79906898527529,1.0,7842223101.0,112.5461639,37.7999658,140105106538.0,0,0,23
太原直送,CWLS012,CWLS012,95,140105107855,太原***精晶商店,112.552295,37.800459,1.0,3.0,111.0,58.0,2.363292163295941,2.3542365724890524,0.1752763482618254,太原直送,0.1752763482618254,山西省,太原市,小店区,平阳路街道,山西省太原市小店区平阳路街道陈家饺子馆(大马店)兰庭酒店(平阳路),112.54601202523185,37.79992989818419,176_74,112.54702136621977,37.79906898527529,1.0,7842223101.0,112.5461639,37.7999658,140105107855.0,0,0,23
太原直送,CWLS012,CWLS012,164,140105107911,太原***和龙商店,112.552351,37.79911,1.0,3.0,111.0,69.33,2.3645567649107093,2.355142114683101,0.1766195947594714,太原直送,0.1766195947594714,山西省,太原市,小店区,平阳路街道,山西省太原市小店区平阳路街道平阳路太原安康妇科,112.54606831233583,37.79858083465621,176_74,112.54702136621977,37.79906898527529,1.0,1107161854.0,112.5461195,37.7982189,140105107911.0,0,0,23
太原直送,CWLS012,CWLS012,160,140105110770,太原***天佑商行,112.544925,37.798975,1.0,3.0,111.0,96.33,2.3670055175541926,2.360537995170799,0.1758541681280263,太原直送,0.1758541681280263,山西省,太原市,小店区,平阳路街道,山西省太原市小店区平阳路街道华新街华泰·御景湾,112.53862373712592,37.79843040657551,175_74,112.5412284380026,37.79906898527529,1.0,7838941009.0,112.5392964,37.7984366,140105110770.0,0,0,23
